Abbreviation	Selected Map	Total_EV	Shift	Shift tooltip	I_Nominee tooltip	blank	D-Check	D_Nominee_prop	Color Bins	Independent spacing	Direction	Spacer	R-Check	D_%	D_Difference%	D_Difference	D_EV	D_EV_Total	D_Nominee	R_Nominee_prop	D_Popular%	D_Votes	D_Votes_Total	Hex_Column	Hex_Row	I_%	I_EV	I_EV_Total	I_Nominee tooltip ●	I_Nominee tooltip ')'	I_Nominee tooltip '%)'	I_Nominee tooltip '('	I_Nominee	I_Popular%	I_Votes	I_Votes_Total	Independent spacing (popular)	Info	Last_RD_Difference	Last_Winner	Last_Winner_%	Number of Records	RD_Difference (bin)	RD_Difference	R_%	R_Difference%	R_Difference	R_EV	R_EV_Total	R_Nominee	I_Nominee_prop	R_Popular%	R_Votes	R_Votes_Total	Region	Row	Shift (l/r)	Shift abbreviation	Space	State (red)	State (blue)	State (yellow)	State	State_Winner	Total Votes	Total_Votes_USA	Winner_%	Winning Party	Year
UT	Hex	4	21	% shift to the left			✔	Woodrow Wilson	C		Left	0		58.8	58.8	84145	4	277	WOODROW WILSON	Charles E. Hughes	49.2%	84145	9126063	4	5													"The United States presidential election of 1916 took place while Europe was embroiled in World War I. Public sentiment in the still neutral United States leaned towards the British and French (allied) forces, due to the harsh treatment of civilians by the German Army, which had invaded and occupied large parts of Belgium and northern France. However, despite their sympathy with the allied forces most American voters wanted to avoid involvement in the war, and preferred to continue a policy of neutrality. The campaign pitted incumbent President Woodrow Wilson, the Democratic candidate, against Supreme Court Justice Charles Evans Hughes, the Republican candidate. After a hard-fought contest, Wilson defeated Hughes by a narrow margin. Wilson was helped by his campaign slogan ""He kept us out of war""."	0		0	1	-25	-21	37.8	37.8	54137		254	CHARLES E. HUGHES	 	46.1%	54137	8547030	West	4	-21.0	0.5	2		Utah		Utah	D	143145	18535445	-58.8	D	1916
WA	Hex	7	4	% shift to the left			✔	Woodrow Wilson	A		Left	0		48.1	48.1	183388	7	277	WOODROW WILSON	Charles E. Hughes	49.2%	183388	9126063	1.5	2													"The United States presidential election of 1916 took place while Europe was embroiled in World War I. Public sentiment in the still neutral United States leaned towards the British and French (allied) forces, due to the harsh treatment of civilians by the German Army, which had invaded and occupied large parts of Belgium and northern France. However, despite their sympathy with the allied forces most American voters wanted to avoid involvement in the war, and preferred to continue a policy of neutrality. The campaign pitted incumbent President Woodrow Wilson, the Democratic candidate, against Supreme Court Justice Charles Evans Hughes, the Republican candidate. After a hard-fought contest, Wilson defeated Hughes by a narrow margin. Wilson was helped by his campaign slogan ""He kept us out of war""."	0		0	1	-5	-4.2	43.9	43.9	167208		254	CHARLES E. HUGHES	 	46.1%	167208	8547030	West	2	-4.2	0.5	1		Washington		Washington	D	380994	18535445	-48.1	D	1916
WY	Hex	3	13	% shift to the left			✔	Woodrow Wilson	B		Left	0		54.7	54.7	28376	3	277	WOODROW WILSON	Charles E. Hughes	49.2%	28376	9126063	3	3													"The United States presidential election of 1916 took place while Europe was embroiled in World War I. Public sentiment in the still neutral United States leaned towards the British and French (allied) forces, due to the harsh treatment of civilians by the German Army, which had invaded and occupied large parts of Belgium and northern France. However, despite their sympathy with the allied forces most American voters wanted to avoid involvement in the war, and preferred to continue a policy of neutrality. The campaign pitted incumbent President Woodrow Wilson, the Democratic candidate, against Supreme Court Justice Charles Evans Hughes, the Republican candidate. After a hard-fought contest, Wilson defeated Hughes by a narrow margin. Wilson was helped by his campaign slogan ""He kept us out of war""."	0		0	1	-15	-12.9	41.8	41.8	21698		254	CHARLES E. HUGHES	 	46.1%	21698	8547030	West	3	-12.9	0.5	3		Wyoming		Wyoming	D	51906	18535445	-54.7	D	1916
HI	Hex	3	0	% shift to the right			✔	John F. Kennedy	A		Same	0		50.0	50	92410	3	311	JOHN F. KENNEDY	Richard Nixon	49.7%	92410	34226731	-0.5	5													The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.	0		0	1	0	0	50.0	50	92295		219	RICHARD NIXON	 	49.5%	92295	34108157	West	7	0.0	-0.5	1		Hawaii		Hawaii	D	184705	68838219	-50	D	1960
IA	Hex	11	6	% shift to the right			✔	Franklin D. Roosevelt	B		Right	0		54.4	-3.3	23737	11	523	FRANKLIN D. ROOSEVELT	Alfred M. Landon	60.8%	621756	27750866	5	3													The election of 1936 was the most lopsided presidential election in history in terms of electoral votes. In terms of the popular vote, it was the third biggest victory since the election of 1820. The election took place as the Great Depression entered its eighth year. Incumbent President Franklin D. Roosevelt was still working to push the provisions of his New Deal economic policy through Congress and the courts. However, the New Deal policies he had already enacted, such as Social Security and unemployment benefits, had proven to be highly popular with most Americans. Roosevelt's Republican opponent was Governor Alf Landon of Kansas, a political moderate.	-17.7	D	-57.7	1	-15	-11.7	42.7	2.7	73544		8	ALFRED M. LANDON	 	36.5%	487977	16679683	Midwest	3	6.0	-0.5	5		Iowa		Iowa	D	1142737	45646991	-54.4	D	1936
IL	Hex	29	5	% shift to the left			✔	Franklin D. Roosevelt	B		Left	0		57.7	2.5	400695	29	523	FRANKLIN D. ROOSEVELT	Alfred M. Landon	60.8%	2282999	27750866	6	3													The election of 1936 was the most lopsided presidential election in history in terms of electoral votes. In terms of the popular vote, it was the third biggest victory since the election of 1820. The election took place as the Great Depression entered its eighth year. Incumbent President Franklin D. Roosevelt was still working to push the provisions of his New Deal economic policy through Congress and the courts. However, the New Deal policies he had already enacted, such as Social Security and unemployment benefits, had proven to be highly popular with most Americans. Roosevelt's Republican opponent was Governor Alf Landon of Kansas, a political moderate.	-13.2	D	-55.2	1	-20	-18	39.7	-2.3	137637		8	ALFRED M. LANDON	 	36.5%	1570393	16679683	Midwest	2	-4.8	0.5	6		Illinois		Illinois	D	3956522	45646991	-57.7	D	1936
IN	Hex	14	3	% shift to the left			✔	Franklin D. Roosevelt	B		Left	0		56.6	1.9	72920	14	523	FRANKLIN D. ROOSEVELT	Alfred M. Landon	60.8%	934974	27750866	7	3													The election of 1936 was the most lopsided presidential election in history in terms of electoral votes. In terms of the popular vote, it was the third biggest victory since the election of 1820. The election took place as the Great Depression entered its eighth year. Incumbent President Franklin D. Roosevelt was still working to push the provisions of his New Deal economic policy through Congress and the courts. However, the New Deal policies he had already enacted, such as Social Security and unemployment benefits, had proven to be highly popular with most Americans. Roosevelt's Republican opponent was Governor Alf Landon of Kansas, a political moderate.	-11.8	D	-54.7	1	-15	-14.7	41.9	-1	14386		8	ALFRED M. LANDON	 	36.5%	691570	16679683	Midwest	3	-2.9	0.5	6		Indiana		Indiana	D	1650897	45646991	-56.6	D	1936
KS	Hex	9	2	% shift to the right			✔	Franklin D. Roosevelt	A		Right	0		53.7	0.100000000	40316	9	523	FRANKLIN D. ROOSEVELT	Alfred M. Landon	60.8%	464520	27750866	5	5													The election of 1936 was the most lopsided presidential election in history in terms of electoral votes. In terms of the popular vote, it was the third biggest victory since the election of 1820. The election took place as the Great Depression entered its eighth year. Incumbent President Franklin D. Roosevelt was still working to push the provisions of his New Deal economic policy through Congress and the courts. However, the New Deal policies he had already enacted, such as Social Security and unemployment benefits, had proven to be highly popular with most Americans. Roosevelt's Republican opponent was Governor Alf Landon of Kansas, a political moderate.	-9.5	D	-53.6	1	-10	-7.7	46.0	1.9	48229		8	ALFRED M. LANDON	 	36.5%	397727	16679683	Midwest	5	1.8	-0.5	4		Kansas		Kansas	D	865507	45646991	-53.7	D	1936
MI	Hex	19	10	% shift to the left			✔	Franklin D. Roosevelt	B		Left	0		56.3	3.9	145094	19	523	FRANKLIN D. ROOSEVELT	Alfred M. Landon	60.8%	1016794	27750866	7.5	2													The election of 1936 was the most lopsided presidential election in history in terms of electoral votes. In terms of the popular vote, it was the third biggest victory since the election of 1820. The election took place as the Great Depression entered its eighth year. Incumbent President Franklin D. Roosevelt was still working to push the provisions of his New Deal economic policy through Congress and the courts. However, the New Deal policies he had already enacted, such as Social Security and unemployment benefits, had proven to be highly popular with most Americans. Roosevelt's Republican opponent was Governor Alf Landon of Kansas, a political moderate.	-8	D	-52.4	1	-20	-17.5	38.8	-5.6	-40161		8	ALFRED M. LANDON	 	36.5%	699733	16679683	Midwest	2	-9.5	0.5	8		Michigan		Michigan	D	1805098	45646991	-56.3	D	1936
MN	Hex	11	7	% shift to the left			✔	Franklin D. Roosevelt	D		Left	0		61.8	1.9	98005	11	523	FRANKLIN D. ROOSEVELT	Alfred M. Landon	60.8%	698811	27750866	4.5	2													The election of 1936 was the most lopsided presidential election in history in terms of electoral votes. In terms of the popular vote, it was the third biggest victory since the election of 1820. The election took place as the Great Depression entered its eighth year. Incumbent President Franklin D. Roosevelt was still working to push the provisions of his New Deal economic policy through Congress and the courts. However, the New Deal policies he had already enacted, such as Social Security and unemployment benefits, had proven to be highly popular with most Americans. Roosevelt's Republican opponent was Governor Alf Landon of Kansas, a political moderate.	-23.6	D	-59.9	1	-35	-30.8	31.0	-5.3	-13498		8	ALFRED M. LANDON	 	36.5%	350461	16679683	Midwest	2	-7.2	0.5	5		Minnesota		Minnesota	D	1129975	45646991	-61.8	D	1936
MO	Hex	15	6	% shift to the right			✔	Franklin D. Roosevelt	C		Right	0		60.8	-2.900000000	85637	15	523	FRANKLIN D. ROOSEVELT	Alfred M. Landon	60.8%	1111043	27750866	5.5	4													The election of 1936 was the most lopsided presidential election in history in terms of electoral votes. In terms of the popular vote, it was the third biggest victory since the election of 1820. The election took place as the Great Depression entered its eighth year. Incumbent President Franklin D. Roosevelt was still working to push the provisions of his New Deal economic policy through Congress and the courts. However, the New Deal policies he had already enacted, such as Social Security and unemployment benefits, had proven to be highly popular with most Americans. Roosevelt's Republican opponent was Governor Alf Landon of Kansas, a political moderate.	-28.6	D	-63.7	1	-25	-22.6	38.2	3.1	133178		8	ALFRED M. LANDON	 	36.5%	697891	16679683	Midwest	4	6.0	-0.5	5		Missouri		Missouri	D	1828635	45646991	-60.8	D	1936
ND	Hex	4	9	% shift to the right			✔	Franklin D. Roosevelt	D		Right	0		59.6	-10000000000	-15202	4	523	FRANKLIN D. ROOSEVELT	Alfred M. Landon	60.8%	163148	27750866	3.5	2													The election of 1936 was the most lopsided presidential election in history in terms of electoral votes. In terms of the popular vote, it was the third biggest victory since the election of 1820. The election took place as the Great Depression entered its eighth year. Incumbent President Franklin D. Roosevelt was still working to push the provisions of his New Deal economic policy through Congress and the courts. However, the New Deal policies he had already enacted, such as Social Security and unemployment benefits, had proven to be highly popular with most Americans. Roosevelt's Republican opponent was Governor Alf Landon of Kansas, a political moderate.	-41.6	D	-69.6	1	-35	-33	26.6	-1.4	979		8	ALFRED M. LANDON	 	36.5%	72751	16679683	Midwest	2	8.6	-0.5	4		North Dakota		North Dakota	D	273716	45646991	-59.6	D	1936
NE	Hex	7	11	% shift to the right			✔	Franklin D. Roosevelt	B		Right	0		57.1	-5.9	-11637	7	523	FRANKLIN D. ROOSEVELT	Alfred M. Landon	60.8%	347445	27750866	4.5	4													The election of 1936 was the most lopsided presidential election in history in terms of electoral votes. In terms of the popular vote, it was the third biggest victory since the election of 1820. The election took place as the Great Depression entered its eighth year. Incumbent President Franklin D. Roosevelt was still working to push the provisions of his New Deal economic policy through Congress and the courts. However, the New Deal policies he had already enacted, such as Social Security and unemployment benefits, had proven to be highly popular with most Americans. Roosevelt's Republican opponent was Governor Alf Landon of Kansas, a political moderate.	-27.7	D	-63	1	-20	-16.4	40.7	5.400000000	46554		8	ALFRED M. LANDON	 	36.5%	247731	16679683	Midwest	4	11.3	-0.5	4		Nebraska		Nebraska	D	608023	45646991	-57.1	D	1936
